,event_id,name,type,location,start_time,end_time,date,start_datetime,end_datetime
626,626,Winter Gala #626,Workshop,"Durham, United Kingdom",19:45,22:00,29/11/2024,29/11/2024 19:45,29/11/2024 22:00
627,627,Startup Workshop #627,Festival,"Durham, United Kingdom",22:45,22:45,16/09/2024,16/09/2024 22:45,16/09/2024 22:45
628,628,Cultural Festival #628,Workshop,"Durham, United Kingdom",15:30,19:15,05/07/2024,05/07/2024 15:30,05/07/2024 19:15
629,629,Science Seminar #629,Networking Event,"Durham, United Kingdom",23:15,23:15,03/10/2024,03/10/2024 23:15,03/10/2024 23:15
630,630,Film Night #630,Party,"Durham, United Kingdom",18:00,18:30,18/09/2024,18/09/2024 18:00,18/09/2024 18:30
631,631,Startup Workshop #631,Conference,"Durham, United Kingdom",10:15,11:15,14/07/2024,14/07/2024 10:15,14/07/2024 11:15
632,632,Startup Workshop #632,Festival,"Durham, United Kingdom",22:00,22:15,19/08/2024,19/08/2024 22:00,19/08/2024 22:15
633,633,Music Festival #633,Conference,"Durham, United Kingdom",22:00,23:59,06/11/2024,06/11/2024 22:00,06/11/2024 23:59
634,634,Historical Lecture #634,Party,"Durham, United Kingdom",19:45,19:45,22/11/2024,22/11/2024 19:45,22/11/2024 19:45
635,635,Food Fair #635,Fair,"Durham, United Kingdom",20:15,23:15,23/08/2024,23/08/2024 20:15,23/08/2024 23:15
636,636,Food Fair #636,Conference,"Durham, United Kingdom",23:00,23:15,28/08/2024,28/08/2024 23:00,28/08/2024 23:15
637,637,Tech Conference #637,Conference,"Durham, United Kingdom",23:15,23:59,28/06/2024,28/06/2024 23:15,28/06/2024 23:59
638,638,Historical Lecture #638,Lecture,"Durham, United Kingdom",14:30,18:30,15/10/2024,15/10/2024 14:30,15/10/2024 18:30
639,639,Winter Gala #639,Lecture,"Durham, United Kingdom",17:15,18:15,14/06/2024,14/06/2024 17:15,14/06/2024 18:15
640,640,Music Festival #640,Sports Event,"Durham, United Kingdom",17:45,19:00,06/08/2024,06/08/2024 17:45,06/08/2024 19:00
641,641,Networking Evening #641,Ball,"Durham, United Kingdom",14:30,15:30,23/07/2024,23/07/2024 14:30,23/07/2024 15:30
642,642,Music Festival #642,Concert,"Durham, United Kingdom",19:15,19:45,12/09/2024,12/09/2024 19:15,12/09/2024 19:45
643,643,Art Exhibition #643,Ball,"Durham, United Kingdom",22:30,23:15,16/11/2024,16/11/2024 22:30,16/11/2024 23:15
644,644,Sports Day #644,Movie Screening,"Durham, United Kingdom",19:00,21:00,26/07/2024,26/07/2024 19:00,26/07/2024 21:00
645,645,Art Exhibition #645,Sports Event,"Durham, United Kingdom",16:30,17:00,10/12/2024,10/12/2024 16:30,10/12/2024 17:00
646,646,Tech Conference #646,Seminar,"Durham, United Kingdom",19:45,21:15,31/10/2024,31/10/2024 19:45,31/10/2024 21:15
647,647,Historical Lecture #647,Lecture,"Durham, United Kingdom",14:30,16:00,21/11/2024,21/11/2024 14:30,21/11/2024 16:00
648,648,Cultural Festival #648,Conference,"Durham, United Kingdom",14:00,17:15,26/07/2024,26/07/2024 14:00,26/07/2024 17:15
649,649,Food Fair #649,Workshop,"Durham, United Kingdom",23:15,23:59,23/11/2024,23/11/2024 23:15,23/11/2024 23:59
650,650,Tech Conference #650,Seminar,"Durham, United Kingdom",19:45,19:45,10/07/2024,10/07/2024 19:45,10/07/2024 19:45
651,651,Film Night #651,Party,"Durham, United Kingdom",23:15,23:59,10/09/2024,10/09/2024 23:15,10/09/2024 23:59
652,652,Networking Evening #652,Seminar,"Durham, United Kingdom",20:15,22:15,29/07/2024,29/07/2024 20:15,29/07/2024 22:15
653,653,New Year Party #653,Concert,"Durham, United Kingdom",20:30,21:00,21/11/2024,21/11/2024 20:30,21/11/2024 21:00
654,654,Food Fair #654,Festival,"Durham, United Kingdom",14:45,15:30,19/07/2024,19/07/2024 14:45,19/07/2024 15:30
655,655,Sports Day #655,Festival,"Durham, United Kingdom",20:30,21:00,24/11/2024,24/11/2024 20:30,24/11/2024 21:00
656,656,Music Festival #656,Networking Event,"Durham, United Kingdom",20:30,23:59,03/08/2024,03/08/2024 20:30,03/08/2024 23:59
657,657,Cultural Festival #657,Festival,"Durham, United Kingdom",14:45,14:45,09/11/2024,09/11/2024 14:45,09/11/2024 14:45
658,658,Food Fair #658,Festival,"Durham, United Kingdom",17:30,17:30,07/09/2024,07/09/2024 17:30,07/09/2024 17:30
659,659,Charity Run #659,Ball,"Durham, United Kingdom",08:45,09:45,07/06/2024,07/06/2024 08:45,07/06/2024 09:45
660,660,Art Exhibition #660,Sports Event,"Durham, United Kingdom",15:00,15:00,28/11/2024,28/11/2024 15:00,28/11/2024 15:00
661,661,Music Festival #661,Charity Event,"Durham, United Kingdom",21:15,23:30,02/08/2024,02/08/2024 21:15,02/08/2024 23:30
662,662,Cultural Festival #662,Exhibition,"Durham, United Kingdom",13:30,15:15,21/08/2024,21/08/2024 13:30,21/08/2024 15:15
663,663,Winter Gala #663,Seminar,"Durham, United Kingdom",12:15,15:30,25/06/2024,25/06/2024 12:15,25/06/2024 15:30
664,664,Food Fair #664,Play,"Durham, United Kingdom",14:30,18:00,24/06/2024,24/06/2024 14:30,24/06/2024 18:00
665,665,New Year Party #665,Ball,"Durham, United Kingdom",21:45,23:00,01/11/2024,01/11/2024 21:45,01/11/2024 23:00
666,666,Food Fair #666,Concert,"Durham, United Kingdom",23:30,23:45,09/08/2024,09/08/2024 23:30,09/08/2024 23:45
667,667,New Year Party #667,Exhibition,"Durham, United Kingdom",19:30,23:30,12/07/2024,12/07/2024 19:30,12/07/2024 23:30
668,668,Shakespeare Play #668,Play,"Durham, United Kingdom",13:15,14:45,21/06/2024,21/06/2024 13:15,21/06/2024 14:45
669,669,Music Festival #669,Exhibition,"Durham, United Kingdom",19:15,22:00,12/06/2024,12/06/2024 19:15,12/06/2024 22:00
670,670,Tech Conference #670,Play,"Durham, United Kingdom",09:30,09:30,10/06/2024,10/06/2024 09:30,10/06/2024 09:30
671,671,Food Fair #671,Exhibition,"Durham, United Kingdom",20:00,21:45,27/10/2024,27/10/2024 20:00,27/10/2024 21:45
672,672,Food Fair #672,Ball,"Durham, United Kingdom",20:15,21:15,17/06/2024,17/06/2024 20:15,17/06/2024 21:15
673,673,Shakespeare Play #673,Play,"Durham, United Kingdom",21:30,23:15,07/12/2024,07/12/2024 21:30,07/12/2024 23:15
674,674,Startup Workshop #674,Play,"Durham, United Kingdom",14:45,15:15,08/10/2024,08/10/2024 14:45,08/10/2024 15:15
675,675,Film Night #675,Sports Event,"Durham, United Kingdom",17:30,21:30,16/11/2024,16/11/2024 17:30,16/11/2024 21:30
676,676,Charity Run #676,Party,"Durham, United Kingdom",22:30,22:30,24/11/2024,24/11/2024 22:30,24/11/2024 22:30
677,677,Startup Workshop #677,Seminar,"Durham, United Kingdom",20:15,22:00,16/07/2024,16/07/2024 20:15,16/07/2024 22:00
678,678,Cultural Festival #678,Fair,"Durham, United Kingdom",19:30,20:15,12/11/2024,12/11/2024 19:30,12/11/2024 20:15
679,679,Science Seminar #679,Movie Screening,"Durham, United Kingdom",14:15,16:00,28/09/2024,28/09/2024 14:15,28/09/2024 16:00
680,680,Cultural Festival #680,Play,"Durham, United Kingdom",20:15,22:00,31/08/2024,31/08/2024 20:15,31/08/2024 22:00
681,681,Shakespeare Play #681,Fair,"Durham, United Kingdom",16:00,17:00,25/10/2024,25/10/2024 16:00,25/10/2024 17:00
682,682,Winter Gala #682,Lecture,"Durham, United Kingdom",20:45,21:15,29/10/2024,29/10/2024 20:45,29/10/2024 21:15
683,683,Sports Day #683,Fair,"Durham, United Kingdom",16:30,17:15,28/07/2024,28/07/2024 16:30,28/07/2024 17:15
684,684,Tech Conference #684,Charity Event,"Durham, United Kingdom",21:45,22:30,24/07/2024,24/07/2024 21:45,24/07/2024 22:30
685,685,Charity Run #685,Concert,"Durham, United Kingdom",14:15,15:15,27/10/2024,27/10/2024 14:15,27/10/2024 15:15
686,686,Charity Run #686,Play,"Durham, United Kingdom",16:00,16:15,17/10/2024,17/10/2024 16:00,17/10/2024 16:15
687,687,Art Exhibition #687,Play,"Durham, United Kingdom",16:30,17:00,30/10/2024,30/10/2024 16:30,30/10/2024 17:00
688,688,Cultural Festival #688,Charity Event,"Durham, United Kingdom",22:00,23:59,28/08/2024,28/08/2024 22:00,28/08/2024 23:59
689,689,Art Exhibition #689,Fair,"Durham, United Kingdom",14:00,16:45,28/11/2024,28/11/2024 14:00,28/11/2024 16:45
690,690,New Year Party #690,Charity Event,"Durham, United Kingdom",21:30,22:00,10/11/2024,10/11/2024 21:30,10/11/2024 22:00
691,691,Art Exhibition #691,Ball,"Durham, United Kingdom",15:30,15:30,17/11/2024,17/11/2024 15:30,17/11/2024 15:30
692,692,Sports Day #692,Workshop,"Durham, United Kingdom",13:45,17:45,12/12/2024,12/12/2024 13:45,12/12/2024 17:45
693,693,Film Night #693,Movie Screening,"Durham, United Kingdom",21:15,22:15,11/12/2024,11/12/2024 21:15,11/12/2024 22:15
694,694,Sports Day #694,Lecture,"Durham, United Kingdom",20:15,21:00,12/08/2024,12/08/2024 20:15,12/08/2024 21:00
695,695,Winter Gala #695,Seminar,"Durham, United Kingdom",14:30,15:15,19/07/2024,19/07/2024 14:30,19/07/2024 15:15
696,696,Art Exhibition #696,Concert,"Durham, United Kingdom",22:30,22:30,20/10/2024,20/10/2024 22:30,20/10/2024 22:30
697,697,Cultural Festival #697,Ball,"Durham, United Kingdom",22:15,22:30,26/08/2024,26/08/2024 22:15,26/08/2024 22:30
698,698,New Year Party #698,Fair,"Durham, United Kingdom",17:45,19:30,28/11/2024,28/11/2024 17:45,28/11/2024 19:30
699,699,Shakespeare Play #699,Charity Event,"Durham, United Kingdom",21:30,23:00,21/11/2024,21/11/2024 21:30,21/11/2024 23:00
700,700,Science Seminar #700,Concert,"Durham, United Kingdom",18:00,20:30,27/06/2024,27/06/2024 18:00,27/06/2024 20:30
701,701,Food Fair #701,Fair,"Durham, United Kingdom",20:00,20:00,17/11/2024,17/11/2024 20:00,17/11/2024 20:00
702,702,New Year Party #702,Festival,"Durham, United Kingdom",19:00,21:15,04/07/2024,04/07/2024 19:00,04/07/2024 21:15
703,703,Startup Workshop #703,Ball,"Durham, United Kingdom",18:15,19:30,27/07/2024,27/07/2024 18:15,27/07/2024 19:30
704,704,Film Night #704,Conference,"Durham, United Kingdom",17:45,18:15,01/11/2024,01/11/2024 17:45,01/11/2024 18:15
705,705,Networking Evening #705,Movie Screening,"Durham, United Kingdom",17:00,20:15,31/10/2024,31/10/2024 17:00,31/10/2024 20:15
706,706,Networking Evening #706,Play,"Durham, United Kingdom",23:15,23:45,26/09/2024,26/09/2024 23:15,26/09/2024 23:45
707,707,Tech Conference #707,Fair,"Durham, United Kingdom",14:00,16:00,30/08/2024,30/08/2024 14:00,30/08/2024 16:00
708,708,Winter Gala #708,Charity Event,"Durham, United Kingdom",16:00,16:30,31/07/2024,31/07/2024 16:00,31/07/2024 16:30
709,709,Science Seminar #709,Lecture,"Durham, United Kingdom",18:45,22:45,03/09/2024,03/09/2024 18:45,03/09/2024 22:45
710,710,Science Seminar #710,Workshop,"Durham, United Kingdom",20:00,20:30,08/08/2024,08/08/2024 20:00,08/08/2024 20:30
711,711,Networking Evening #711,Movie Screening,"Durham, United Kingdom",17:30,19:15,07/12/2024,07/12/2024 17:30,07/12/2024 19:15
712,712,Science Seminar #712,Networking Event,"Durham, United Kingdom",19:00,19:30,29/07/2024,29/07/2024 19:00,29/07/2024 19:30
713,713,New Year Party #713,Conference,"Durham, United Kingdom",15:15,18:00,09/11/2024,09/11/2024 15:15,09/11/2024 18:00
714,714,Winter Gala #714,Charity Event,"Durham, United Kingdom",08:45,11:15,21/10/2024,21/10/2024 08:45,21/10/2024 11:15
715,715,Startup Workshop #715,Seminar,"Durham, United Kingdom",18:00,22:00,14/06/2024,14/06/2024 18:00,14/06/2024 22:00
716,716,New Year Party #716,Charity Event,"Durham, United Kingdom",09:00,09:15,14/06/2024,14/06/2024 09:00,14/06/2024 09:15
717,717,Startup Workshop #717,Ball,"Durham, United Kingdom",19:15,23:15,05/10/2024,05/10/2024 19:15,05/10/2024 23:15
718,718,Winter Gala #718,Ball,"Durham, United Kingdom",18:30,20:45,21/11/2024,21/11/2024 18:30,21/11/2024 20:45
719,719,Science Seminar #719,Seminar,"Durham, United Kingdom",23:45,23:59,24/08/2024,24/08/2024 23:45,24/08/2024 23:59
720,720,New Year Party #720,Lecture,"Durham, United Kingdom",22:30,23:59,06/11/2024,06/11/2024 22:30,06/11/2024 23:59
721,721,Music Festival #721,Fair,"Durham, United Kingdom",10:15,10:30,20/06/2024,20/06/2024 10:15,20/06/2024 10:30
722,722,Sports Day #722,Festival,"Durham, United Kingdom",17:00,18:15,07/12/2024,07/12/2024 17:00,07/12/2024 18:15
723,723,New Year Party #723,Play,"Durham, United Kingdom",19:15,19:30,27/07/2024,27/07/2024 19:15,27/07/2024 19:30
724,724,New Year Party #724,Movie Screening,"Durham, United Kingdom",21:30,23:45,08/06/2024,08/06/2024 21:30,08/06/2024 23:45
725,725,Networking Evening #725,Movie Screening,"Durham, United Kingdom",19:45,22:00,19/06/2024,19/06/2024 19:45,19/06/2024 22:00
726,726,Historical Lecture #726,Lecture,"Durham, United Kingdom",15:15,19:00,28/08/2024,28/08/2024 15:15,28/08/2024 19:00
727,727,Art Exhibition #727,Lecture,"Durham, United Kingdom",10:30,11:30,24/07/2024,24/07/2024 10:30,24/07/2024 11:30
728,728,Sports Day #728,Festival,"Durham, United Kingdom",20:00,20:00,22/06/2024,22/06/2024 20:00,22/06/2024 20:00
729,729,Tech Conference #729,Workshop,"Durham, United Kingdom",23:15,23:59,28/10/2024,28/10/2024 23:15,28/10/2024 23:59
730,730,Food Fair #730,Fair,"Durham, United Kingdom",17:45,18:00,07/08/2024,07/08/2024 17:45,07/08/2024 18:00
731,731,Winter Gala #731,Workshop,"Durham, United Kingdom",15:15,19:15,26/09/2024,26/09/2024 15:15,26/09/2024 19:15
732,732,Science Seminar #732,Movie Screening,"Durham, United Kingdom",15:30,16:15,01/11/2024,01/11/2024 15:30,01/11/2024 16:15
733,733,Historical Lecture #733,Charity Event,"Durham, United Kingdom",23:30,23:59,02/09/2024,02/09/2024 23:30,02/09/2024 23:59
734,734,Networking Evening #734,Lecture,"Durham, United Kingdom",17:45,18:00,18/07/2024,18/07/2024 17:45,18/07/2024 18:00
735,735,Startup Workshop #735,Sports Event,"Durham, United Kingdom",21:00,22:45,14/08/2024,14/08/2024 21:00,14/08/2024 22:45
736,736,Networking Evening #736,Lecture,"Durham, United Kingdom",23:45,23:59,06/08/2024,06/08/2024 23:45,06/08/2024 23:59
737,737,Art Exhibition #737,Workshop,"Durham, United Kingdom",22:30,22:45,17/08/2024,17/08/2024 22:30,17/08/2024 22:45
738,738,Film Night #738,Exhibition,"Durham, United Kingdom",08:15,09:15,18/10/2024,18/10/2024 08:15,18/10/2024 09:15
739,739,Startup Workshop #739,Conference,"Durham, United Kingdom",15:30,15:30,11/10/2024,11/10/2024 15:30,11/10/2024 15:30
740,740,Startup Workshop #740,Party,"Durham, United Kingdom",17:30,18:15,21/10/2024,21/10/2024 17:30,21/10/2024 18:15
741,741,Shakespeare Play #741,Sports Event,"Durham, United Kingdom",14:45,14:45,20/11/2024,20/11/2024 14:45,20/11/2024 14:45
742,742,Music Festival #742,Movie Screening,"Durham, United Kingdom",20:30,21:30,07/06/2024,07/06/2024 20:30,07/06/2024 21:30
743,743,Food Fair #743,Concert,"Durham, United Kingdom",23:30,00:00,11/11/2024,11/11/2024 23:30,12/11/2024 00:00
744,744,Film Night #744,Sports Event,"Durham, United Kingdom",23:30,00:00,08/10/2024,08/10/2024 23:30,09/10/2024 00:00
745,745,Winter Gala #745,Networking Event,"Durham, United Kingdom",18:30,18:30,24/08/2024,24/08/2024 18:30,24/08/2024 18:30
746,746,Startup Workshop #746,Workshop,"Durham, United Kingdom",21:45,00:00,19/11/2024,19/11/2024 21:45,20/11/2024 00:00
747,747,New Year Party #747,Concert,"Durham, United Kingdom",18:00,20:15,27/07/2024,27/07/2024 18:00,27/07/2024 20:15
748,748,Sports Day #748,Fair,"Durham, United Kingdom",16:00,17:00,10/06/2024,10/06/2024 16:00,10/06/2024 17:00
749,749,Music Festival #749,Charity Event,"Durham, United Kingdom",17:00,21:00,25/07/2024,25/07/2024 17:00,25/07/2024 21:00
750,750,Art Exhibition #750,Lecture,"Durham, United Kingdom",19:00,20:45,17/09/2024,17/09/2024 19:00,17/09/2024 20:45
751,751,Historical Lecture #751,Festival,"Durham, United Kingdom",22:30,23:59,17/07/2024,17/07/2024 22:30,17/07/2024 23:59
752,752,Sports Day #752,Sports Event,"Durham, United Kingdom",23:00,23:59,28/10/2024,28/10/2024 23:00,28/10/2024 23:59
753,753,Film Night #753,Conference,"Durham, United Kingdom",23:00,23:59,25/06/2024,25/06/2024 23:00,25/06/2024 23:59
754,754,Charity Run #754,Exhibition,"Durham, United Kingdom",10:00,12:45,27/09/2024,27/09/2024 10:00,27/09/2024 12:45
755,755,Food Fair #755,Party,"Durham, United Kingdom",17:45,18:00,09/12/2024,09/12/2024 17:45,09/12/2024 18:00
756,756,Startup Workshop #756,Ball,"Durham, United Kingdom",18:45,19:30,02/07/2024,02/07/2024 18:45,02/07/2024 19:30
757,757,Art Exhibition #757,Festival,"Durham, United Kingdom",19:30,21:00,16/07/2024,16/07/2024 19:30,16/07/2024 21:00
758,758,Startup Workshop #758,Concert,"Durham, United Kingdom",14:30,14:45,09/10/2024,09/10/2024 14:30,09/10/2024 14:45
759,759,Shakespeare Play #759,Charity Event,"Durham, United Kingdom",14:30,16:45,30/06/2024,30/06/2024 14:30,30/06/2024 16:45
760,760,Historical Lecture #760,Ball,"Durham, United Kingdom",11:45,12:00,10/07/2024,10/07/2024 11:45,10/07/2024 12:00
761,761,Sports Day #761,Play,"Durham, United Kingdom",09:45,13:30,14/08/2024,14/08/2024 09:45,14/08/2024 13:30
762,762,Winter Gala #762,Ball,"Durham, United Kingdom",18:45,19:00,31/10/2024,31/10/2024 18:45,31/10/2024 19:00
763,763,Networking Evening #763,Seminar,"Durham, United Kingdom",15:30,15:45,13/12/2024,13/12/2024 15:30,13/12/2024 15:45
764,764,Historical Lecture #764,Concert,"Durham, United Kingdom",20:00,22:30,18/07/2024,18/07/2024 20:00,18/07/2024 22:30
765,765,Sports Day #765,Networking Event,"Durham, United Kingdom",11:45,13:00,25/07/2024,25/07/2024 11:45,25/07/2024 13:00
766,766,Charity Run #766,Fair,"Durham, United Kingdom",13:00,14:15,14/09/2024,14/09/2024 13:00,14/09/2024 14:15
767,767,Food Fair #767,Concert,"Durham, United Kingdom",18:30,18:30,16/10/2024,16/10/2024 18:30,16/10/2024 18:30
768,768,Cultural Festival #768,Festival,"Durham, United Kingdom",17:30,17:30,15/11/2024,15/11/2024 17:30,15/11/2024 17:30
769,769,Film Night #769,Fair,"Durham, United Kingdom",19:00,19:15,10/09/2024,10/09/2024 19:00,10/09/2024 19:15
770,770,Shakespeare Play #770,Movie Screening,"Durham, United Kingdom",23:30,23:45,09/11/2024,09/11/2024 23:30,09/11/2024 23:45
771,771,Food Fair #771,Workshop,"Durham, United Kingdom",20:15,20:45,18/09/2024,18/09/2024 20:15,18/09/2024 20:45
772,772,Cultural Festival #772,Workshop,"Durham, United Kingdom",16:15,17:00,21/09/2024,21/09/2024 16:15,21/09/2024 17:00
773,773,Charity Run #773,Fair,"Durham, United Kingdom",22:30,23:59,23/09/2024,23/09/2024 22:30,23/09/2024 23:59
774,774,Networking Evening #774,Lecture,"Durham, United Kingdom",23:00,23:00,30/07/2024,30/07/2024 23:00,30/07/2024 23:00
775,775,Science Seminar #775,Party,"Durham, United Kingdom",21:00,22:00,21/11/2024,21/11/2024 21:00,21/11/2024 22:00
776,776,Sports Day #776,Lecture,"Durham, United Kingdom",22:30,23:59,10/06/2024,10/06/2024 22:30,10/06/2024 23:59
777,777,Art Exhibition #777,Workshop,"Durham, United Kingdom",19:45,19:45,11/12/2024,11/12/2024 19:45,11/12/2024 19:45
778,778,Winter Gala #778,Conference,"Durham, United Kingdom",20:00,21:00,07/07/2024,07/07/2024 20:00,07/07/2024 21:00
779,779,Science Seminar #779,Charity Event,"Durham, United Kingdom",21:30,22:15,13/08/2024,13/08/2024 21:30,13/08/2024 22:15
780,780,New Year Party #780,Festival,"Durham, United Kingdom",23:45,23:59,17/06/2024,17/06/2024 23:45,17/06/2024 23:59
781,781,Art Exhibition #781,Ball,"Durham, United Kingdom",15:45,16:45,22/06/2024,22/06/2024 15:45,22/06/2024 16:45
782,782,Science Seminar #782,Concert,"Durham, United Kingdom",17:45,19:15,22/09/2024,22/09/2024 17:45,22/09/2024 19:15
783,783,Cultural Festival #783,Movie Screening,"Durham, United Kingdom",13:00,14:30,15/08/2024,15/08/2024 13:00,15/08/2024 14:30
784,784,Sports Day #784,Lecture,"Durham, United Kingdom",12:15,12:15,18/10/2024,18/10/2024 12:15,18/10/2024 12:15
785,785,Cultural Festival #785,Ball,"Durham, United Kingdom",18:00,18:00,07/10/2024,07/10/2024 18:00,07/10/2024 18:00
786,786,Networking Evening #786,Seminar,"Durham, United Kingdom",23:00,23:59,26/08/2024,26/08/2024 23:00,26/08/2024 23:59
787,787,Science Seminar #787,Conference,"Durham, United Kingdom",13:30,13:45,03/09/2024,03/09/2024 13:30,03/09/2024 13:45
788,788,Historical Lecture #788,Seminar,"Durham, United Kingdom",14:30,16:45,02/09/2024,02/09/2024 14:30,02/09/2024 16:45
789,789,Film Night #789,Movie Screening,"Durham, United Kingdom",08:15,09:00,09/07/2024,09/07/2024 08:15,09/07/2024 09:00
790,790,Science Seminar #790,Ball,"Durham, United Kingdom",19:30,20:15,25/09/2024,25/09/2024 19:30,25/09/2024 20:15
791,791,New Year Party #791,Ball,"Durham, United Kingdom",14:30,15:30,21/08/2024,21/08/2024 14:30,21/08/2024 15:30
792,792,Networking Evening #792,Exhibition,"Durham, United Kingdom",10:30,11:30,14/09/2024,14/09/2024 10:30,14/09/2024 11:30
793,793,New Year Party #793,Workshop,"Durham, United Kingdom",20:00,21:45,03/11/2024,03/11/2024 20:00,03/11/2024 21:45
794,794,Charity Run #794,Exhibition,"Durham, United Kingdom",23:00,23:59,11/09/2024,11/09/2024 23:00,11/09/2024 23:59
795,795,Charity Run #795,Fair,"Durham, United Kingdom",19:45,21:30,14/11/2024,14/11/2024 19:45,14/11/2024 21:30
796,796,Sports Day #796,Party,"Durham, United Kingdom",17:30,20:00,23/09/2024,23/09/2024 17:30,23/09/2024 20:00
797,797,Science Seminar #797,Networking Event,"Durham, United Kingdom",15:00,15:00,23/09/2024,23/09/2024 15:00,23/09/2024 15:00
798,798,Cultural Festival #798,Workshop,"Durham, United Kingdom",13:00,13:45,27/10/2024,27/10/2024 13:00,27/10/2024 13:45
799,799,Sports Day #799,Play,"Durham, United Kingdom",22:15,22:30,12/07/2024,12/07/2024 22:15,12/07/2024 22:30
800,800,Startup Workshop #800,Exhibition,"Durham, United Kingdom",22:30,23:00,20/11/2024,20/11/2024 22:30,20/11/2024 23:00
801,801,Startup Workshop #801,Play,"Durham, United Kingdom",18:00,18:45,22/07/2024,22/07/2024 18:00,22/07/2024 18:45
802,802,New Year Party #802,Charity Event,"Durham, United Kingdom",10:00,11:00,21/11/2024,21/11/2024 10:00,21/11/2024 11:00
803,803,Tech Conference #803,Exhibition,"Durham, United Kingdom",15:30,16:00,18/11/2024,18/11/2024 15:30,18/11/2024 16:00
804,804,Startup Workshop #804,Charity Event,"Durham, United Kingdom",14:30,14:30,04/12/2024,04/12/2024 14:30,04/12/2024 14:30
805,805,Music Festival #805,Exhibition,"Durham, United Kingdom",16:45,18:00,11/09/2024,11/09/2024 16:45,11/09/2024 18:00
806,806,Film Night #806,Play,"Durham, United Kingdom",19:15,20:00,24/10/2024,24/10/2024 19:15,24/10/2024 20:00
807,807,Networking Evening #807,Festival,"Durham, United Kingdom",22:45,22:45,13/10/2024,13/10/2024 22:45,13/10/2024 22:45
808,808,Tech Conference #808,Seminar,"Durham, United Kingdom",15:45,16:15,01/12/2024,01/12/2024 15:45,01/12/2024 16:15
809,809,Art Exhibition #809,Concert,"Durham, United Kingdom",13:30,14:00,14/08/2024,14/08/2024 13:30,14/08/2024 14:00
810,810,Science Seminar #810,Ball,"Durham, United Kingdom",23:30,23:59,09/07/2024,09/07/2024 23:30,09/07/2024 23:59
811,811,Cultural Festival #811,Lecture,"Durham, United Kingdom",18:30,20:45,11/10/2024,11/10/2024 18:30,11/10/2024 20:45
812,812,Music Festival #812,Exhibition,"Durham, United Kingdom",16:45,17:30,26/07/2024,26/07/2024 16:45,26/07/2024 17:30
813,813,Film Night #813,Conference,"Durham, United Kingdom",14:30,15:15,07/11/2024,07/11/2024 14:30,07/11/2024 15:15
814,814,Tech Conference #814,Party,"Durham, United Kingdom",22:45,23:59,16/07/2024,16/07/2024 22:45,16/07/2024 23:59
815,815,Sports Day #815,Networking Event,"Durham, United Kingdom",22:00,22:15,25/10/2024,25/10/2024 22:00,25/10/2024 22:15
816,816,Shakespeare Play #816,Party,"Durham, United Kingdom",18:00,18:45,20/09/2024,20/09/2024 18:00,20/09/2024 18:45
817,817,Cultural Festival #817,Seminar,"Durham, United Kingdom",16:15,16:30,18/08/2024,18/08/2024 16:15,18/08/2024 16:30
818,818,New Year Party #818,Conference,"Durham, United Kingdom",14:00,14:15,03/12/2024,03/12/2024 14:00,03/12/2024 14:15
819,819,Historical Lecture #819,Exhibition,"Durham, United Kingdom",23:15,23:45,24/07/2024,24/07/2024 23:15,24/07/2024 23:45
820,820,Winter Gala #820,Lecture,"Durham, United Kingdom",23:45,00:00,15/09/2024,15/09/2024 23:45,16/09/2024 00:00
821,821,Cultural Festival #821,Festival,"Durham, United Kingdom",19:15,22:00,05/08/2024,05/08/2024 19:15,05/08/2024 22:00
822,822,Food Fair #822,Lecture,"Durham, United Kingdom",14:30,15:30,13/10/2024,13/10/2024 14:30,13/10/2024 15:30
823,823,Historical Lecture #823,Concert,"Durham, United Kingdom",17:15,18:30,06/12/2024,06/12/2024 17:15,06/12/2024 18:30
824,824,Science Seminar #824,Sports Event,"Durham, United Kingdom",14:45,18:45,03/08/2024,03/08/2024 14:45,03/08/2024 18:45
825,825,Cultural Festival #825,Charity Event,"Durham, United Kingdom",14:00,16:15,31/07/2024,31/07/2024 14:00,31/07/2024 16:15
826,826,Food Fair #826,Charity Event,"Durham, United Kingdom",14:30,14:45,25/06/2024,25/06/2024 14:30,25/06/2024 14:45
827,827,Historical Lecture #827,Seminar,"Durham, United Kingdom",19:15,19:15,05/09/2024,05/09/2024 19:15,05/09/2024 19:15
828,828,Charity Run #828,Festival,"Durham, United Kingdom",15:45,16:30,19/07/2024,19/07/2024 15:45,19/07/2024 16:30
829,829,Sports Day #829,Lecture,"Durham, United Kingdom",19:45,22:00,02/12/2024,02/12/2024 19:45,02/12/2024 22:00
830,830,Film Night #830,Ball,"Durham, United Kingdom",13:45,14:30,28/11/2024,28/11/2024 13:45,28/11/2024 14:30
831,831,Winter Gala #831,Exhibition,"Durham, United Kingdom",09:45,09:45,26/08/2024,26/08/2024 09:45,26/08/2024 09:45
832,832,Music Festival #832,Party,"Durham, United Kingdom",14:30,15:45,15/09/2024,15/09/2024 14:30,15/09/2024 15:45
833,833,Food Fair #833,Fair,"Durham, United Kingdom",10:45,14:45,19/07/2024,19/07/2024 10:45,19/07/2024 14:45
834,834,Food Fair #834,Lecture,"Durham, United Kingdom",20:00,23:45,05/07/2024,05/07/2024 20:00,05/07/2024 23:45
